frame,person_id,x1,y1,x2,y2,confidence,seg_file
176,2,720,144,782,316,0.82134503,
176,4,791,141,847,311,0.79922974,
176,6,796,113,832,171,0.56293213,
176,3,757,120,784,193,0.44218808,
177,1,853,376,992,774,0.917104,
177,2,720,144,781,314,0.8040646,
177,4,791,143,846,309,0.803078,
177,6,795,114,832,175,0.48388973,
177,3,757,121,783,189,0.37274432,
177,7,599,112,631,197,0.3810709,
178,1,854,382,993,780,0.9173833,
178,2,719,144,782,316,0.83453715,
178,4,791,144,847,313,0.7943592,
178,6,794,114,833,178,0.5749445,
178,3,756,121,782,183,0.45771366,
178,7,601,112,633,198,0.41199258,
179,1,856,387,993,782,0.87381196,
179,2,719,146,781,317,0.81995684,
179,4,791,145,847,314,0.81107336,
179,6,793,115,834,182,0.5523974,
179,3,756,121,781,177,0.47263443,
180,1,857,391,994,782,0.9140067,
180,2,720,148,781,317,0.8325899,
180,4,791,145,847,314,0.8120511,
180,6,792,116,833,185,0.57733953,
180,3,755,121,780,176,0.54804057,
181,1,858,395,994,782,0.90836674,
181,2,720,149,781,315,0.8397372,
181,4,791,145,847,314,0.79654497,
181,6,791,117,832,187,0.48860732,
181,3,754,121,780,174,0.5982452,
182,1,858,398,994,782,0.92138946,
182,2,719,148,781,316,0.82725924,
182,4,791,146,848,315,0.7867307,
182,6,790,117,832,188,0.43940702,
182,3,753,120,781,175,0.3725875,
183,1,859,400,994,781,0.9217713,
183,2,719,150,781,318,0.8343847,
183,4,792,146,848,316,0.8027284,
183,6,789,118,832,192,0.42413422,
183,3,750,120,780,177,0.44848245,
184,1,860,402,995,781,0.92389435,
184,2,720,151,783,321,0.83085746,
184,4,792,146,849,317,0.80470586,
184,6,789,118,832,194,0.39419606,
184,3,747,120,779,178,0.5461027,
185,1,859,404,997,788,0.9233005,
185,2,722,154,784,323,0.8165985,
185,4,792,147,849,318,0.8099678,
185,6,790,119,829,186,0.5005902,
185,3,746,120,779,180,0.56981146,
186,1,856,407,1000,808,0.9246913,
186,2,724,156,786,324,0.8270559,
186,4,793,149,849,320,0.8191676,
186,6,790,118,828,185,0.6322074,
186,3,743,121,779,182,0.658484,
187,1,855,410,1004,828,0.92683333,
187,2,723,156,787,326,0.8319077,
187,4,793,149,851,325,0.81114435,
187,6,790,118,828,184,0.554141,
187,3,742,121,779,182,0.5971743,
